VictimID,CaseMasterID,FullName,Gender,Age,DOB,MobileNumber,AadhaarNumber,Occupation,Address,DistrictID,DistrictName,InjuryType,InjurySeverity,Hospitalized,VictimStatus,StatementRecorded
605,434,Ryan Golla,Male,1,1998-03-16,9883571329,581587102180,Teacher,"30, Dayal Marg, Shimoga 951330",17,Kalaburagi,Minor Injury,Low,Yes,Alive,No
606,435,Indrajit Bhatt,Male,12,1992-07-11,9912217401,450478437364,Journalist,"95/867, Arora Circle, Mau-572773",11,Dakshina Kannada,Minor Injury,Low,Yes,Alive,No
607,436,Robert Kumer,Male,80,1974-10-22,9875764857,351414061779,Lawyer,"51/38, Modi Path, Satna 702992",5,Bengaluru Urban,Major Injury,High,Yes,Alive,No
608,437,Tanveer Sagar,Male,23,2025-03-15,9885567897,765625216725,Business,"73/68, Radhakrishnan Street, Jalandhar 331942",17,Kalaburagi,No Physical Injury,Medium,No,Alive,No
609,437,Suhani Rege,Female,54,1970-06-24,9874678282,952287671488,Lawyer,"45/51, Thakkar Path, Kamarhati-774722",17,Kalaburagi,Minor Injury,Low,Yes,Alive,No
610,438,Maanas Aggarwal,Male,21,1985-11-01,9873657972,781995106913,Farmer,"21/696, Roy Marg, Bhopal 299819",28,Uttara Kannada,Major Injury,High,Yes,Alive,Yes
611,439,Advay Nair,Male,6,1992-05-23,9897486458,466786325979,Farmer,"15/096, Vaidya Circle, Nanded-532735",3,Belagavi,Fatal Injury,Critical,Yes,Deceased,Yes
612,439,Nandini Bhattacharyya,Female,39,2016-08-01,9889688510,812788015775,Student,"39, Khurana Chowk, Surendranagar Dudhrej-952371",3,Belagavi,Minor Injury,Low,Yes,Alive,No
613,440,Amol Ray,Male,62,2014-04-04,9896716104,425091011216,Labourer,"H.No. 648, Walla Zila, Bahraich-046056",13,Dharwad,Major Injury,High,No,Alive,No
614,441,Tanish Dash,Male,7,1949-05-14,9876701411,174769791670,Retired,"25/652, Subramanian Ganj, Bilaspur 517734",7,Chamarajanagar,Major Injury,High,No,Alive,No
615,442,Manbir Saxena,Male,69,1968-08-30,9876488717,212766130691,Doctor,"49/02, Vig Street, Indore-595442",26,Tumakuru,Minor Injury,Low,Yes,Alive,Yes
616,442,Vyanjana Sarraf,Female,45,1997-10-14,9963787097,537587241195,Private Employee,"946, Kari Road, Rajpur Sonarpur-290458",26,Tumakuru,Major Injury,High,No,Alive,Yes
617,443,William Garde,Male,4,2023-03-19,9899870994,312405079480,Doctor,"56/72, Subramaniam Circle, Karawal Nagar-015343",4,Bengaluru Rural,Minor Injury,Low,No,Alive,Yes
618,444,Falguni Mall,Female,41,1992-04-16,9899186078,000399574476,Journalist,"H.No. 77, Arora, Panihati 061581",23,Raichur,Minor Injury,Low,No,Alive,No
619,445,Chaaya Bhalla,Female,55,1978-07-10,9981241824,157750097513,Teacher,"H.No. 23, Shan Ganj, Thane-841312",12,Davanagere,Fatal Injury,Critical,No,Deceased,Yes
620,445,Bhavani Johal,Female,67,1959-11-26,9875586410,797410424200,Government Employee,"H.No. 805, Hegde Zila, Bhiwandi-173189",12,Davanagere,No Physical Injury,Medium,No,Alive,No
621,446,Widisha Mital,Female,26,1988-12-13,9984110438,647542539876,Labourer,"73/997, Krishnamurthy Nagar, Ghaziabad-725878",23,Raichur,Minor Injury,Low,No,Alive,No
622,446,Netra Lalla,Female,56,2014-04-10,9981302180,024196001444,Farmer,"H.No. 88, Sarraf Road, South Dumdum-058772",23,Raichur,No Physical Injury,Medium,Yes,Alive,No
623,447,Bachittar Sankaran,Male,70,1997-10-05,9989077862,029070658288,Private Employee,"H.No. 82, Chopra Ganj, Kakinada 845871",23,Raichur,No Physical Injury,Medium,No,Alive,Yes
624,448,Henry Dubey,Male,26,1968-01-29,9905683524,302204221317,Journalist,"292, Varty Path, Hindupur-434745",6,Bidar,No Physical Injury,Medium,No,Alive,Yes
625,448,Niharika Nath,Female,2,2002-04-30,9877914960,458510016086,Nurse,"H.No. 69, Sahni Marg, Sambhal 652740",6,Bidar,Minor Injury,Low,Yes,Alive,Yes
626,449,Ishita Kunda,Female,79,1965-08-13,9915595980,408552608053,Nurse,"H.No. 66, Iyengar Path, Tadipatri 411325",2,Ballari,Minor Injury,Low,Yes,Alive,Yes
627,450,Wahab Batra,Male,58,2006-12-18,9895729939,500543681152,Teacher,"499, Bhargava Marg, Pimpri-Chinchwad-485741",1,Bagalkote,Minor Injury,Low,Yes,Alive,No
628,451,Ekani Borah,Female,22,1968-02-22,9916554759,946252190514,Nurse,"949, Chakrabarti Ganj, Sambalpur-984884",5,Bengaluru Urban,Major Injury,High,Yes,Alive,Yes
629,452,Ekiya Bir,Female,37,2014-07-27,9968653319,586616897263,Electrician,"32, Sidhu Path, Jaunpur 534490",5,Bengaluru Urban,Minor Injury,Low,No,Alive,Yes
630,453,Dipta Roy,Female,58,1976-11-17,9913005119,378451557255,Farmer,"08/50, Sarkar, Dibrugarh-874951",13,Dharwad,Major Injury,High,No,Alive,Yes
631,454,Charita Chowdhury,Female,51,1985-10-04,9901956008,009189269618,Retired,"31/64, Seth Chowk, Bathinda 295786",18,Kodagu,Minor Injury,Low,Yes,Alive,Yes
632,455,Sai Memon,Male,61,1941-02-05,9964012935,477939742646,Mechanic,"H.No. 356, Lad Street, Bhimavaram-873959",1,Bagalkote,No Physical Injury,Medium,No,Alive,Yes
633,455,Ijaya Divan,Female,52,1958-01-29,9980749771,257659784500,Engineer,"H.No. 890, Zachariah Street, Coimbatore-533342",1,Bagalkote,Minor Injury,Low,Yes,Alive,Yes
634,456,Lopa Kaul,Female,80,2020-02-22,9889695658,293649338032,Farmer,"H.No. 271, Bal Marg, Dhule-077633",24,Ramanagara,Minor Injury,Low,Yes,Alive,Yes
635,456,David Chander,Male,77,2022-12-11,9961879298,014472575342,Doctor,"179, Nadig Path, Jhansi 185748",24,Ramanagara,No Physical Injury,Medium,Yes,Alive,No
636,457,Vasatika Babu,Female,48,1941-03-05,9910405631,551233877544,Retired,"H.No. 554, Saraf Zila, Berhampur-670450",27,Udupi,Minor Injury,Low,No,Alive,Yes
637,457,Jeet Goel,Male,40,1988-07-18,9894373857,332780183787,Lawyer,"700, Kadakia, Serampore-262282",27,Udupi,No Physical Injury,Medium,No,Alive,No
638,458,Rajata Choudhary,Female,7,2007-06-01,9873362066,111297486447,Private Employee,"465, Nagi Road, Indore 070260",18,Kodagu,Major Injury,High,Yes,Alive,Yes
639,459,Frado Dugar,Male,23,1949-01-25,9897039595,530790453791,Lawyer,"H.No. 611, Shetty Chowk, Jorhat 290477",5,Bengaluru Urban,No Physical Injury,Medium,No,Alive,No
640,459,Devansh Naidu,Male,35,1996-05-07,9901778641,112278346785,Government Employee,"79, Dass Ganj, Kottayam 231164",5,Bengaluru Urban,Major Injury,High,Yes,Alive,No
641,460,Kritika Kara,Female,66,1961-11-12,9883157583,790643363118,Business,"79/889, Deep Road, Bhusawal 290603",5,Bengaluru Urban,Minor Injury,Low,Yes,Alive,No
642,460,Advika Dhar,Female,69,1994-07-02,9917749794,932666111856,Shop Keeper,"50, Srivastava, Hapur-967379",5,Bengaluru Urban,Fatal Injury,Critical,No,Deceased,Yes
643,461,Thomas Dalal,Male,9,2003-11-18,9917982713,993582832309,Software Engineer,"457, Shan Circle, Tiruvottiyur 156082",27,Udupi,Major Injury,High,Yes,Alive,No
644,462,Jhalak Shankar,Female,61,2011-02-11,9912983129,924825306275,Housewife,"547, Butala Marg, Sikar 230358",5,Bengaluru Urban,Minor Injury,Low,Yes,Alive,Yes
645,463,Arjun Walia,Male,69,1971-05-21,9909525365,957875394781,Doctor,"H.No. 21, Kara Street, Panvel-340646",30,Vijayapura,Fatal Injury,Critical,No,Deceased,No
646,464,Wazir Sidhu,Male,5,1967-12-03,9980757322,986512519964,Lawyer,"H.No. 484, Bhavsar Ganj, Bulandshahr 272362",5,Bengaluru Urban,Minor Injury,Low,Yes,Alive,Yes
647,464,Rohan Hari,Male,74,1961-09-08,9919118028,063419566584,Student,"426, Doshi Zila, Raiganj 450184",5,Bengaluru Urban,Minor Injury,Low,Yes,Alive,No
648,465,Warinder Kata,Male,48,1996-09-10,9907292596,605044786138,Software Engineer,"97/21, Magar Path, Eluru 176927",17,Kalaburagi,Major Injury,High,Yes,Alive,Yes
649,465,Isaiah Virk,Male,3,1949-04-26,9908413899,540064964006,Mechanic,"76/601, Majumdar Road, Danapur 645101",17,Kalaburagi,No Physical Injury,Medium,Yes,Alive,Yes
650,466,Jairaj Talwar,Male,37,1959-05-18,9878516957,450774521556,Labourer,"H.No. 789, Prashad, Kalyan-Dombivli-919113",11,Dakshina Kannada,Minor Injury,Low,Yes,Alive,Yes
651,467,Ucchal Ramesh,Female,72,2001-08-12,9915615667,008438580519,Government Employee,"77/980, Sankaran Marg, Thrissur 051460",22,Mysuru,Minor Injury,Low,No,Alive,Yes
652,468,Lajita Parmer,Female,2,2010-02-13,9899509831,043394476126,Software Engineer,"470, Shanker Path, Nanded 885652",11,Dakshina Kannada,Fatal Injury,Critical,Yes,Deceased,No
653,468,Chaitanya Nath,Male,78,1970-06-18,9965941193,548892721832,Farmer,"H.No. 11, Munshi Marg, Gaya-347557",11,Dakshina Kannada,Major Injury,High,No,Alive,No
654,469,Fariq Ganguly,Male,1,1967-12-29,9985184059,062732018289,Nurse,"48/84, Yohannan Circle, Sikar 311964",28,Uttara Kannada,Major Injury,High,No,Alive,No
655,470,Onkar Walia,Male,8,1970-08-19,9874695124,090959700796,Farmer,"H.No. 499, Naik Zila, Mango-382407",27,Udupi,Fatal Injury,Critical,Yes,Deceased,Yes
656,471,Januja Korpal,Female,1,2014-12-11,9911489634,703984810485,Student,"043, Subramanian Nagar, Vijayanagaram-628969",28,Uttara Kannada,Major Injury,High,No,Alive,No
657,471,Kalpit Patla,Male,65,2008-11-06,9917532815,455841297479,Engineer,"H.No. 53, Zachariah Path, Solapur 538921",28,Uttara Kannada,Fatal Injury,Critical,Yes,Deceased,No
658,472,Naksh Cheema,Male,40,2009-03-04,9985277031,764608287327,Housewife,"83/749, Sharma Nagar, Mehsana-120878",27,Udupi,Fatal Injury,Critical,Yes,Deceased,No
659,473,Oscar Sood,Male,52,2014-04-20,9982504159,989559329768,Doctor,"51/494, Swaminathan Nagar, Guntur-374845",5,Bengaluru Urban,Minor Injury,Low,Yes,Alive,No
660,474,Yashoda Ray,Female,7,1952-10-25,9908973430,915700993063,Software Engineer,"05/91, Bhatt Zila, Nanded 392207",1,Bagalkote,Minor Injury,Low,Yes,Alive,Yes
661,474,Noah Chakraborty,Male,13,1948-07-24,9907909032,960710732896,Lawyer,"67, Oza Street, Jalandhar-526471",1,Bagalkote,Minor Injury,Low,Yes,Alive,Yes
662,475,Kalpit Ratti,Male,24,1957-08-11,9909793908,760338993765,Housewife,"H.No. 71, Kurian Circle, Medininagar 805120",26,Tumakuru,Minor Injury,Low,Yes,Alive,No
663,475,Aahana Narain,Female,6,1973-04-06,9984778459,753027003969,Student,"H.No. 239, Gopal Chowk, Hapur 295927",26,Tumakuru,Fatal Injury,Critical,Yes,Deceased,Yes
664,476,Zehaan Dixit,Male,36,2009-10-11,9891020692,026026861537,Journalist,"08/14, Chokshi Road, Bokaro-173929",25,Shivamogga,No Physical Injury,Medium,No,Alive,Yes
665,477,Utkarsh Ramachandran,Male,47,2007-03-16,9900095563,498057406242,Business,"H.No. 35, Khatri Street, Maheshtala 050791",5,Bengaluru Urban,Major Injury,High,Yes,Alive,No
666,478,Oeshi Vyas,Female,75,1988-05-30,9969320438,132680232811,Lawyer,"H.No. 52, Hora Chowk, Purnia-661707",23,Raichur,Major Injury,High,Yes,Alive,Yes
667,479,Naveen Sule,Male,29,1992-05-18,9982300756,880269542081,Labourer,"H.No. 08, Guha Nagar, Aizawl 508004",27,Udupi,Minor Injury,Low,Yes,Alive,Yes
668,479,Girindra Pandey,Male,37,2022-07-07,9963993857,535117733284,Lawyer,"88/285, Kala Nagar, Berhampore 351373",27,Udupi,Fatal Injury,Critical,Yes,Deceased,Yes
669,480,Aradhana Raj,Female,48,1958-01-26,9895044050,403175149077,Government Employee,"H.No. 352, Kari Marg, Rewa 229394",27,Udupi,Minor Injury,Low,Yes,Alive,No
670,481,Mohammed Jayaraman,Male,47,2020-06-24,9910114535,785491635777,Shop Keeper,"06/664, Sura Ganj, Ghaziabad 607231",9,Chikkamagaluru,No Physical Injury,Medium,Yes,Alive,Yes
671,481,Devika Dutt,Female,78,2017-03-31,9885588293,005171056568,Doctor,"852, Rao Road, Jorhat-494116",9,Chikkamagaluru,Minor Injury,Low,Yes,Alive,No
672,482,Caleb Tank,Male,36,1957-08-16,9894221751,493610160020,Doctor,"11, Barad Ganj, Udaipur 136957",14,Gadag,No Physical Injury,Medium,Yes,Alive,Yes
673,483,Timothy Barman,Male,57,1996-11-25,9903961318,754843090759,Labourer,"50/902, Krishna Path, Etawah-306624",26,Tumakuru,Minor Injury,Low,No,Alive,No
674,483,Isaiah Gour,Male,79,1993-11-14,9912766906,890280959290,Nurse,"H.No. 713, Wadhwa, Proddatur 285011",26,Tumakuru,Minor Injury,Low,No,Alive,Yes
675,484,Yochana Warrior,Female,51,1942-01-16,9881089400,489493980231,Private Employee,"H.No. 02, Kaur Zila, Eluru-906913",22,Mysuru,Major Injury,High,No,Alive,No
676,484,Balhaar Bahri,Male,39,1995-09-17,9912726449,661240634111,Software Engineer,"H.No. 96, Khanna Chowk, Pudukkottai-577278",22,Mysuru,No Physical Injury,Medium,Yes,Alive,No
677,485,Isaac Dhawan,Male,33,1964-12-09,9887697953,615580795606,Driver,"H.No. 25, Sankaran Nagar, Asansol-768362",17,Kalaburagi,Minor Injury,Low,No,Alive,Yes
678,486,Ishita Ravi,Female,34,1976-05-09,9882321999,913052228820,Engineer,"77/675, Nanda Path, Guntur-333939",2,Ballari,Fatal Injury,Critical,No,Deceased,No
679,487,Vincent Rege,Male,48,1972-06-01,9962873664,747797993194,Electrician,"27, Sethi Zila, Haridwar 335826",29,Vijayanagara,Major Injury,High,No,Alive,No
680,487,Hemangini Savant,Female,9,1942-08-01,9902203359,599930375395,Labourer,"24/92, Hora Marg, Bulandshahr-732759",29,Vijayanagara,Minor Injury,Low,Yes,Alive,Yes
681,488,Chanakya Bhattacharyya,Male,2,1947-11-06,9908227511,180625171417,Business,"H.No. 15, Jain Path, Kakinada 159597",25,Shivamogga,No Physical Injury,Medium,Yes,Alive,No
682,488,Pallavi Gill,Female,29,1965-03-09,9967296056,198911350921,Electrician,"261, Rout Circle, Kishanganj 431271",25,Shivamogga,Minor Injury,Low,Yes,Alive,No
683,489,Ekanta Raj,Female,34,1980-09-29,9898660461,680578824454,Business,"H.No. 957, Gopal, Jaipur-955151",23,Raichur,Minor Injury,Low,Yes,Alive,No
684,490,Ekansh Mital,Male,15,1998-02-18,9899607788,909366001811,Housewife,"35/415, Talwar, Gudivada-254384",22,Mysuru,Minor Injury,Low,No,Alive,Yes
685,491,Yash Nagar,Male,55,2017-07-20,9876257723,864101337539,Lawyer,"44/765, Mahajan Nagar, Jodhpur 802909",5,Bengaluru Urban,Minor Injury,Low,No,Alive,Yes
686,491,Nidhi Rai,Female,17,1957-07-12,9963688691,168268612868,Driver,"04, Nayak Marg, Anand-652548",5,Bengaluru Urban,Fatal Injury,Critical,No,Deceased,Yes
687,492,Yash Manda,Male,30,1963-03-24,9904594009,016715183041,Nurse,"58/102, Kibe Zila, Belgaum-129311",16,Haveri,Minor Injury,Low,Yes,Alive,Yes
688,493,Abeer Om,Male,64,2014-07-09,9967697524,242199991170,Mechanic,"75/19, Bhalla Zila, Kollam 211063",2,Ballari,Minor Injury,Low,No,Alive,Yes
689,493,Arya Buch,Female,72,1973-06-11,9968576681,943869269287,Driver,"792, Mani Chowk, Mango-801234",2,Ballari,Major Injury,High,Yes,Alive,Yes
690,494,Girindra Dasgupta,Male,35,2000-04-20,9906412438,976306234076,Shop Keeper,"532, Minhas Marg, Guna 364538",5,Bengaluru Urban,Minor Injury,Low,No,Alive,No
691,495,Jeremiah Manda,Male,41,2004-09-02,9962432016,009207632565,Business,"H.No. 750, Sani, Amroha 159591",23,Raichur,Minor Injury,Low,No,Alive,No
692,495,Odika Seshadri,Female,46,1970-12-30,9981401241,066070395749,Nurse,"47, Gupta Path, Dharmavaram-056775",23,Raichur,Minor Injury,Low,No,Alive,No
693,496,Vincent Shetty,Male,73,1978-12-29,9914048279,143743556642,Business,"02, Raj Path, Silchar-062292",1,Bagalkote,Major Injury,High,No,Alive,Yes
694,497,Champak Babu,Male,78,1973-10-26,9876330575,321153038226,Mechanic,"H.No. 30, Ramanathan Chowk, Avadi-337976",1,Bagalkote,Fatal Injury,Critical,No,Deceased,Yes
695,497,Fariq Sura,Male,1,2022-12-06,9884533644,559808336080,Government Employee,"H.No. 157, Mann, Noida 367042",1,Bagalkote,Minor Injury,Low,No,Alive,Yes
696,498,Nimrat Sanghvi,Female,26,1992-07-18,9875324140,853533034031,Labourer,"H.No. 52, Solanki Path, Surat-563353",2,Ballari,Major Injury,High,No,Alive,Yes
697,499,Vyanjana Mand,Female,39,1987-09-25,9889869655,339442329973,Teacher,"593, Khalsa, Unnao 058162",24,Ramanagara,Minor Injury,Low,No,Alive,Yes
698,499,Chaitaly Wadhwa,Female,73,1982-04-15,9915727824,288256651034,Shop Keeper,"63, Dhar Road, Allahabad 330559",24,Ramanagara,Major Injury,High,Yes,Alive,No
699,500,Elijah Mahajan,Male,32,2021-11-15,9881085161,403851673458,Driver,"83/39, Dara, Ghaziabad-884366",4,Bengaluru Rural,Minor Injury,Low,Yes,Alive,Yes
700,500,Neha Lal,Female,36,1957-12-01,9914391658,173117488551,Shop Keeper,"H.No. 615, Divan Chowk, Eluru 975147",4,Bengaluru Rural,Major Injury,High,Yes,Alive,No
